OSNO (76, 892) 10 2 4 2 6 2 8 4 14 4 10 2 2 2 12 5 1 18
CS (88, 1092) (134, 19) - 1 5 22 4 18 4 18 4 20 4 18 4 20 4 18 4 18 4 22 5 1 31 6 24 4 16 4 20 4 18 4 20 4 18 4 20 4 18 4 18 4 22 5 1 31 6 26 6 30 6 26 4 12 4 26 4 12 4 26 6 30 6 26 6 31 1 5 22 4 18 4 18 4 20 4 18 4 20 4 18 4 20 4 16 4 24 6 31
CS (88, 1416) (134, 2) - 1 5 26 6 32 6 28 6 30 6 30 6 30 6 28 6 32 6 26 5 1 31 6 30 6 28 6 32 6 26 5 1 32 1 5 26 6 32 6 28 6 30 6 30 6 30 6 28 6 32 6 26 5 1 32 1 5 26 6 32 6 28 6 30 6 31 1 5 26 6 32 6 28 6 30 6 30 6 30 6 28 6 32 6 26 5 1 32
CS (88, 1464) (134, 9) - 1 5 28 6 32 6 30 6 30 6 32 6 30 6 30 6 32 6 28 5 1 33 6 30 6 30 6 32 6 28 5 1 34 1 5 28 6 32 6 30 6 30 6 32 6 30 6 30 6 32 6 28 5 1 34 1 5 28 6 32 6 30 6 30 6 33 1 5 28 6 32 6 30 6 30 6 32 6 30 6 30 6 32 6 28 5 1 34
CS (100, 1620) (134, 72) - 1 5 27 1 6 1 29 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 29 1 6 1 27 5 1 33 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 29 1 6 1 27 5 1 34 1 5 27 1 6 1 29 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 33
CS (104, 988) (134, 28) - 1 5 18 4 18 4 16 4 20 4 16 4 18 4 18 5 1 25 4 10 2 8 2 12 4 21 1 6 1 29 6 22 4 14 4 22 5 1 29 6 25 1 5 18 4 18 5 1 25 4 10 2 8 2 10 2 6 2 14 4 20 4 14 2 6 2 10 2 8 2 10 4 25 1 5 18 4 18 5 1 25 6 29 1 5 22 4 14 4 22 6 29 1 6 1 21 4 12 2 8 2 10 4 25
CS (136, 1800) (134, 36) - 1 5 20 4 23 1 6 1 31 6 30 6 31 1 5 24 5 1 31 6 30 6 31 1 5 24 5 1 31 6 30 6 31 1 5 24 5 1 31 6 30 6 31 1 5 24 5 1 31 6 30 6 31 1 6 1 23 4 20 5 1 28 1 6 1 27 6 34 6 26 4 16 4 26 6 34 6 26 4 16 4 26 6 33 1 5 24 4 18 4 24 5 1 32 1 5 24 4 18 4 24 5 1 32 1 5 24 4 18 4 24 5 1 33 6 26 4 16 4 26 6 34 6 26 4 16 4 26 6 34 6 27 1 6 1 28
OSO (25, 261) (135, 212) - 1 5 20 4 18 4 18 4 18 4 16 2 4 2 14 4 22 5 1 30 1 5 24 6 29
OSO (25, 265) (135, 71) - 1 5 18 4 16 4 20 4 14 2 4 2 14 4 22 6 28 6 26 6 25 1 6 1 26
OSO (25, 307) (135, 205) - 1 5 22 4 20 4 18 2 4 2 16 4 24 5 1 33 6 26 5 1 33 6 28 6 31
OSO (25, 313) (135, 207) - 1 5 20 4 16 4 20 4 14 4 23 1 6 1 27 6 26 6 26 6 28 6 24 6 29
CS (44, 528) (135, 2187) - 1 5 20 4 14 4 22 6 29 1 5 22 6 29 1 5 21 1 7 30 6 22 6 30 7 1 21 5 1 29 6 22 5 1 29 6 22 4 14 4 20 5 1 28
CS (52, 572) (135, 531) - 1 5 20 4 20 4 20 4 18 4 20 4 20 4 20 5 1 28 1 6 1 25 5 1 32 1 5 24 4 16 4 24 5 1 32 1 5 24 4 16 4 24 5 1 32 1 5 25 1 6 1 28
CS (64, 772) (135, 59) - 1 5 24 4 12 2 10 4 26 6 30 6 26 6 31 1 5 24 4 14 4 24 5 1 31 6 26 6 30 6 26 4 10 2 12 4 24 5 1 31 6 24 4 16 4 20 4 18 4 18 2 2 2 18 4 18 4 20 4 16 4 24 6 31
CS (68, 764) (135, 586) - 1 5 20 4 16 2 2 2 16 4 18 4 16 2 2 2 16 4 20 5 1 29 6 22 4 14 4 20 4 16 4 18 4 16 4 20 5 1 27 6 26 6 26 6 26 6 26 6 26 6 27 1 5 20 4 16 4 18 4 16 4 20 4 14 4 22 6 29
CS (76, 764) (135, 560) - 1 5 20 4 14 2 6 2 10 2 8 2 8 2 10 2 8 2 8 2 12 4 22 6 29 1 5 22 6 30 6 22 6 30 6 22 5 1 29 6 22 4 12 2 8 2 8 2 10 2 8 2 8 2 10 2 6 2 14 4 20 5 1 27 6 26 6 26 6 26 6 26 6 26 6 27
CS (84, 876) (135, 7) - 1 5 18 2 2 2 16 2 2 2 16 4 20 4 16 4 20 4 16 2 2 2 16 2 2 2 18 5 1 27 4 8 2 12 2 6 2 12 4 24 4 12 4 24 6 30 6 24 5 1 31 6 24 6 30 6 24 6 30 6 24 6 31 1 5 24 6 30 6 24 4 12 4 24 4 12 2 6 2 12 2 8 4 27
CS (38, 412) (136, 610) - 1 5 20 4 20 4 20 4 20 5 1 27 4 12 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 12 4 27
CS (42, 420) (136, 1390) - 1 5 18 4 18 5 1 25 4 10 2 8 2 8 2 12 4 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 4 12 2 8 2 8 2 10 4 25
CS (44, 428) (136, 1781) - 1 5 20 4 16 4 18 2 2 2 14 2 4 2 14 2 2 2 18 4 16 4 20 5 1 29 6 22 4 14 4 22 5 1 30 1 5 22 4 14 4 22 6 29
CS (46, 428) (136, 520) - 1 5 18 4 18 4 18 4 18 4 18 4 18 4 18 4 18 5 1 25 4 10 2 10 2 6 2 14 4 22 5 1 30 1 5 22 4 14 2 6 2 10 2 10 4 25
CS (46, 508) (136, 862) - 1 5 18 4 18 4 16 4 22 6 29 1 5 20 4 16 4 20 4 16 4 18 4 18 4 16 4 20 4 16 4 20 5 1 29 6 22 4 16 4 18 4 18 5 1 26
CS (48, 604) (136, 1144) - 1 5 20 4 18 4 16 4 18 4 20 6 31 1 5 24 6 28 6 24 4 12 4 24 6 28 6 24 5 1 31 6 20 4 18 4 16 4 18 4 20 5 1 29 6 24 6 29
CS (50, 580) (136, 349) - 1 5 24 6 32 6 24 4 14 4 25 1 6 1 25 4 14 4 24 6 32 6 24 5 1 31 6 24 4 14 2 4 2 18 4 18 4 20 4 18 4 18 2 4 2 14 4 24 6 31
CS (52, 540) (136, 854) - 1 5 20 2 2 2 16 4 22 4 14 2 8 4 29 1 5 22 4 16 4 22 4 16 4 22 4 16 4 22 5 1 29 4 8 2 14 4 22 4 16 2 2 2 20 5 1 29 6 28 6 29
CS (52, 560) (136, 429) - 1 5 18 2 2 2 18 4 20 4 16 2 4 2 16 4 20 4 18 2 2 2 18 5 1 27 6 30 6 26 6 31 1 5 23 1 6 1 30 1 6 1 23 5 1 31 6 26 6 30 6 27
CS (52, 744) (136, 2) - 1 5 22 5 1 29 6 32 6 30 6 30 6 33 1 5 26 4 16 4 26 6 34 6 27 1 6 1 28 1 6 1 27 6 34 6 26 4 16 4 26 5 1 33 6 30 6 30 6 32 6 29
CS (54, 704) (136, 67) - 1 5 20 4 20 5 1 30 1 5 24 6 30 6 24 6 31 1 5 24 6 30 6 24 4 14 4 22 5 1 30 1 5 22 4 14 4 24 6 30 6 24 5 1 31 6 24 6 30 6 24 5 1 30
CS (56, 508) (136, 279) - 1 5 22 4 16 2 4 2 18 4 18 4 22 4 18 4 18 2 4 2 16 4 22 5 1 29 4 10 2 10 2 10 2 8 2 14 4 24 5 1 32 1 5 24 4 14 2 8 2 10 2 10 2 10 4 29
CS (56, 652) (136, 46) - 1 5 23 1 6 1 27 6 24 4 14 4 20 4 16 4 20 4 14 4 24 6 27 1 6 1 23 5 1 29 6 26 6 26 6 27 1 6 1 23 5 1 30 1 5 23 1 6 1 27 6 26 6 26 6 29
CS (58, 720) (136, 628) - 1 5 22 4 16 4 24 6 31 1 5 24 6 32 6 24 4 16 4 22 5 1 30 1 5 22 4 16 4 24 6 32 6 24 5 1 31 6 24 4 16 4 22 5 1 30 1 5 22 4 18 4 18 4 22 5 1 30
CS (60, 524) (136, 716) - 1 5 20 4 18 4 16 4 22 6 31 1 5 24 4 12 2 6 2 12 2 6 2 12 2 6 2 12 2 6 2 12 2 6 2 12 2 6 2 12 2 6 2 12 4 24 5 1 31 6 22 4 16 4 18 4 20 5 1 28
CS (60, 596) (136, 1562) - 1 5 20 4 16 4 18 2 2 2 14 4 22 6 29 1 5 22 6 30 6 22 5 1 29 6 22 4 14 2 2 2 18 4 16 4 20 5 1 29 6 22 4 12 2 8 2 8 2 10 2 8 2 8 2 12 4 22 6 29
CS (60, 652) (136, 235) - 1 5 22 4 18 4 22 4 16 4 24 4 16 4 22 4 18 4 22 5 1 29 4 10 2 12 4 26 4 12 2 8 2 14 4 24 5 1 31 6 28 6 31 1 5 24 4 14 2 8 2 12 4 26 4 12 2 10 4 29
CS (60, 652) (136, 914) - 1 5 20 4 18 4 20 5 1 28 1 6 1 25 5 1 32 1 5 24 6 31 1 6 1 23 5 1 31 6 25 1 6 1 28 1 6 1 25 6 31 1 5 23 1 6 1 31 6 24 5 1 32 1 5 25 1 6 1 28
CS (60, 692) (136, 18) - 1 5 28 4 12 2 12 4 29 1 6 1 27 6 35 1 5 28 5 1 35 6 27 1 6 1 29 4 12 2 12 4 28 5 1 35 6 27 1 6 1 29 4 12 2 12 4 28 4 12 2 12 4 29 1 6 1 27 6 35
CS (60, 732) (136, 1222) - 1 5 25 1 6 1 32 1 6 1 25 5 1 33 6 29 1 6 1 27 4 14 2 8 2 14 4 26 5 1 33 6 30 6 32 6 30 6 32 6 30 6 33 1 5 26 4 14 2 8 2 14 4 27 1 6 1 29 6 33
CS (60, 736) (136, 19) - 1 5 24 4 16 4 24 4 16 2 6 2 14 4 25 1 6 1 30 1 6 1 25 4 14 2 6 2 16 4 24 4 16 4 24 5 1 31 6 30 6 30 6 30 6 31 1 5 24 5 1 31 6 30 6 30 6 30 6 31
CS (64, 644) (136, 9) - 1 5 22 4 18 4 20 2 2 2 16 4 23 1 6 1 30 1 5 22 4 18 4 20 4 20 4 18 4 22 5 1 30 1 6 1 23 4 16 2 2 2 20 4 18 4 22 5 1 30 1 6 1 23 4 18 4 18 4 23 1 6 1 30
CS (64, 720) (136, 310) - 1 5 24 4 14 2 8 2 10 2 10 4 29 1 6 1 23 4 16 2 4 2 16 4 23 1 6 1 29 4 10 2 10 2 8 2 14 4 24 5 1 31 6 28 6 30 6 28 6 31 1 5 24 5 1 31 6 28 6 30 6 28 6 31
CS (64, 744) (136, 126) - 1 5 22 4 18 4 22 5 1 29 4 10 2 12 4 26 5 1 33 6 26 6 33 1 5 26 4 12 2 10 4 28 4 10 2 12 4 26 5 1 33 6 26 6 33 1 5 26 4 12 2 10 4 29 1 5 22 4 18 4 22 5 1 30
CS (66, 856) (136, 381) - 1 5 24 5 1 31 6 26 6 30 6 28 6 27 1 6 1 27 6 28 6 30 6 26 6 31 1 5 24 5 1 32 1 5 26 6 29 1 6 1 24 1 6 1 29 6 28 6 28 6 28 6 29 1 6 1 24 1 6 1 29 6 26 5 1 32
CS (66, 884) (136, 32) - 1 5 22 4 20 4 20 4 22 5 1 29 6 33 1 5 26 4 16 4 25 1 6 1 29 6 33 1 5 28 6 32 6 30 6 31 1 5 24 5 1 31 6 30 6 32 6 28 5 1 33 6 29 1 6 1 25 4 16 4 26 5 1 33 6 29
CS (68, 588) (136, 59) - 1 5 18 4 18 4 16 2 4 2 12 4 23 1 6 1 26 1 5 18 4 18 4 18 5 1 26 1 6 1 23 4 12 2 4 2 16 4 18 4 18 5 1 26 1 6 1 23 4 12 2 6 2 12 4 22 4 12 2 6 2 12 4 23 1 6 1 26
CS (68, 812) (136, 112) - 1 5 22 5 1 29 6 28 6 27 1 6 1 25 4 12 2 8 2 12 4 24 5 1 31 6 26 6 30 6 26 6 29 1 6 1 24 1 6 1 29 6 26 6 30 6 26 6 31 1 5 24 4 12 2 8 2 12 4 25 1 6 1 27 6 28 6 29
CS (68, 884) (136, 179) - 1 5 26 4 16 4 26 4 14 2 6 2 16 2 6 2 14 4 28 6 33 1 5 26 5 1 33 6 28 4 14 2 6 2 16 2 6 2 14 4 26 4 16 4 26 5 1 33 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 32 6 30 6 33
CS (68, 928) (136, 191) - 1 5 20 4 22 5 1 31 6 26 4 14 4 26 6 31 1 5 22 4 20 5 1 29 6 28 6 32 6 26 5 1 33 6 24 4 18 4 18 4 24 6 33 1 5 26 5 1 33 6 24 4 18 4 18 4 24 6 33 1 5 26 6 32 6 28 6 29
CS (72, 828) (136, 254) - 1 5 22 4 14 2 8 2 10 4 28 6 28 6 29 1 5 22 5 1 30 1 5 22 4 16 4 23 1 6 1 29 6 28 6 28 6 29 1 6 1 23 4 16 4 22 5 1 30 1 5 22 5 1 29 6 28 6 28 4 10 2 8 2 14 4 22 5 1 29 6 29
CS (72, 968) (136, 240) - 1 5 26 4 14 4 28 6 33 1 5 26 4 16 4 24 4 16 4 26 5 1 33 6 28 4 14 4 26 4 14 4 28 6 33 1 5 26 4 16 4 24 4 16 4 26 5 1 33 6 28 4 14 4 26 5 1 33 6 28 6 33 1 5 26 5 1 33 6 28 6 33
CS (76, 832) (136, 494) - 1 5 20 4 22 4 16 4 25 1 6 1 27 5 1 33 6 26 4 14 2 6 2 14 2 6 2 14 4 26 6 33 1 5 27 1 6 1 25 4 16 4 22 4 20 5 1 28 1 6 1 25 5 1 31 6 29 1 5 22 4 18 4 22 5 1 29 6 31 1 5 25 1 6 1 28
CS (76, 864) (136, 33) - 1 5 25 1 6 1 32 1 6 1 25 5 1 34 1 5 28 6 35 1 5 28 4 14 2 6 2 16 2 6 2 14 4 28 5 1 35 6 28 5 1 34 1 5 26 5 1 34 1 5 28 6 35 1 5 28 4 14 2 6 2 16 2 6 2 14 4 28 5 1 35 6 28 5 1 34
CS (76, 920) (136, 12) - 1 5 20 4 22 5 1 32 1 5 25 1 6 1 29 6 29 1 6 1 25 4 14 4 25 1 6 1 29 6 29 1 6 1 25 5 1 32 1 5 22 4 20 5 1 29 6 30 6 26 4 14 4 26 6 31 1 5 22 4 18 4 22 5 1 31 6 26 4 14 4 26 6 30 6 29
CS (76, 1044) (136, 67) - 1 5 24 4 12 2 10 4 26 6 30 6 26 4 10 2 12 4 24 5 1 31 6 26 6 30 6 26 6 30 6 26 4 10 2 12 4 24 5 1 31 6 26 6 30 6 26 6 30 6 26 6 30 6 26 6 31 1 5 24 4 12 2 10 4 26 6 30 6 26 6 30 6 26 6 31
CS (84, 784) (136, 95) - 1 5 24 4 16 4 25 1 6 1 30 1 6 1 25 4 16 4 24 5 1 31 4 10 2 10 2 10 2 10 2 10 2 10 2 12 4 27 1 6 1 28 1 6 1 27 4 12 2 10 2 10 2 10 2 10 2 10 2 10 4 31 1 5 24 4 16 4 25 1 6 1 30 1 6 1 25 4 16 4 24 5 1 32
CS (84, 884) (136, 206) - 1 5 22 4 18 4 20 4 20 4 20 4 18 4 22 4 16 4 24 4 16 4 22 4 18 4 20 4 20 4 20 4 18 4 22 5 1 29 4 10 2 10 2 10 2 8 2 14 4 24 4 16 4 22 4 18 4 22 5 1 30 1 5 22 4 18 4 22 4 16 4 24 4 14 2 8 2 10 2 10 2 10 4 29
CS (84, 1064) (136, 31) - 1 5 24 4 20 4 20 4 24 4 16 4 28 6 34 6 29 1 6 1 27 5 1 34 1 5 27 1 6 1 29 6 34 6 28 4 16 4 24 4 20 4 20 4 24 5 1 33 6 28 4 14 2 8 2 14 4 28 6 34 6 28 4 14 2 8 2 14 4 28 6 34 6 28 4 14 2 8 2 14 4 28 6 33
CS (88, 948) (136, 17) - 1 5 24 4 18 2 4 2 18 4 22 4 20 4 23 1 6 1 32 1 5 24 4 18 4 26 5 1 34 1 5 26 4 16 4 27 1 6 1 28 1 6 1 28 1 6 1 28 1 6 1 27 4 16 4 26 5 1 34 1 5 26 4 18 4 24 5 1 32 1 6 1 23 4 20 4 22 4 18 2 4 2 18 4 24 5 1 32
CS (88, 1068) (136, 8) - 1 5 22 4 16 4 22 5 1 31 6 24 4 12 2 8 2 12 4 24 6 31 1 5 22 4 16 4 22 5 1 31 6 24 4 12 2 8 2 12 4 24 6 31 1 5 22 4 16 4 22 5 1 31 6 24 5 1 31 6 26 6 28 6 29 1 5 22 5 1 30 1 5 22 5 1 29 6 28 6 26 6 31 1 5 24 6 31
CS (96, 1068) (136, 219) - 1 5 20 4 18 4 20 5 1 27 4 10 2 10 2 10 4 27 1 5 20 4 18 4 20 5 1 27 4 10 2 10 2 10 4 27 1 5 20 4 18 4 20 5 1 27 4 10 2 12 4 24 5 1 31 6 26 6 31 1 5 24 4 14 4 24 5 1 31 6 26 6 31 1 5 24 4 14 4 24 5 1 31 6 26 6 31 1 5 24 4 12 2 10 4 27
CS (96, 1144) (136, 170) - 1 5 18 4 16 4 20 4 14 4 22 6 29 1 5 22 5 1 29 6 23 1 6 1 26 1 6 1 23 6 29 1 5 22 5 1 29 6 22 4 14 4 20 4 16 4 18 5 1 25 6 27 1 6 1 23 6 28 6 24 6 28 6 24 6 29 1 5 22 4 14 4 20 4 14 4 22 5 1 29 6 24 6 28 6 24 6 28 6 23 1 6 1 27 6 25
CS (108, 1328) (136, 56) - 1 5 22 4 20 4 22 5 1 31 6 28 4 14 4 26 4 14 2 8 2 12 4 28 6 33 1 5 26 5 1 32 1 5 24 4 16 4 26 4 14 4 28 6 31 1 5 24 5 1 32 1 5 26 5 1 33 6 28 6 33 1 5 26 5 1 32 1 5 24 5 1 31 6 28 4 14 4 26 4 16 4 24 5 1 32 1 5 26 5 1 33 6 28 4 12 2 8 2 14 4 26 4 14 4 28 6 31
CS (136, 1908) (136, 1) - 1 5 22 4 18 4 18 4 22 5 1 29 6 30 6 26 6 30 6 28 6 30 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 6 32 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 32 6 24 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 30 6 28 6 30 6 26 6 30 6 29 1 5 22 4 18 4 18 4 22 5 1 30
CS (142, 1400) (136, 16) - 1 5 18 4 18 4 18 4 16 4 18 4 18 4 18 5 1 26 1 6 1 23 4 12 2 6 2 12 4 22 4 14 4 20 4 14 4 22 4 12 2 6 2 12 4 23 1 6 1 26 1 5 18 4 18 4 18 4 16 4 18 4 18 4 18 5 1 26 1 6 1 23 4 12 2 6 2 12 4 22 4 14 4 20 5 1 27 6 25 1 6 1 25 6 27 1 5 20 5 1 27 6 25 1 6 1 25 6 27 1 5 20 5 1 27 6 25 1 6 1 25 6 27 1 5 20 4 14 4 22 4 12 2 6 2 12 4 23 1 6 1 26
OSO (15, 183) (137, 117) - 1 5 18 4 22 6 31 1 5 22 5 1 29 6 27
CS (36, 452) (137, 507) - 1 5 22 4 16 4 24 6 31 1 5 24 5 1 31 6 24 4 16 4 22 5 1 29 6 28 4 10 4 28 4 10 4 28 6 29
CS (44, 444) (137, 36) - 1 5 18 2 4 2 14 4 24 6 31 1 5 24 5 1 31 6 24 4 14 2 4 2 18 5 1 27 6 28 4 10 2 8 2 12 2 8 2 10 4 28 6 27
CS (44, 580) (137, 50) - 1 5 26 4 14 2 6 2 16 4 26 6 33 1 5 26 6 34 6 28 6 34 6 26 5 1 33 6 26 4 16 2 6 2 14 4 26 5 1 33 6 28 6 33
CS (48, 584) (137, 216) - 1 5 23 1 6 1 31 6 26 4 14 4 26 5 1 33 6 26 6 33 1 5 26 4 14 4 26 6 31 1 6 1 23 5 1 31 6 26 4 14 2 6 2 14 4 26 6 31
CS (56, 700) (137, 107) - 1 5 20 4 16 4 20 4 18 4 16 4 22 6 31 1 5 24 6 30 6 24 6 30 6 24 5 1 31 6 22 4 16 4 18 4 20 4 16 4 20 5 1 27 4 10 4 26 6 28 6 26 4 10 4 27
CS (58, 620) (137, 656) - 1 5 20 4 14 2 4 2 16 4 16 2 4 2 14 4 20 5 1 27 6 26 6 27 1 6 1 23 5 1 30 1 5 22 5 1 29 6 24 6 29 1 5 22 5 1 30 1 5 23 1 6 1 27 6 26 6 27
CS (60, 752) (137, 100) - 1 5 25 1 6 1 31 6 31 1 6 1 25 5 1 33 6 28 5 1 34 1 5 28 6 33 1 5 26 5 1 34 1 5 28 4 12 2 12 4 28 5 1 34 1 5 26 5 1 33 6 28 5 1 34 1 5 28 6 33
CS (64, 688) (137, 194) - 1 5 18 4 20 4 18 5 1 26 1 6 1 25 5 1 31 6 25 1 6 1 26 1 5 18 4 20 4 18 5 1 26 1 6 1 25 6 31 1 5 25 1 6 1 26 1 5 18 4 20 4 18 5 1 27 6 26 4 12 4 26 6 27
CS (68, 788) (137, 171) - 1 5 22 4 22 4 18 2 2 2 22 4 18 4 26 6 35 1 5 28 6 34 6 28 4 14 2 8 2 12 2 10 2 10 2 12 2 8 2 14 4 28 6 34 6 28 5 1 35 6 26 4 18 4 22 2 2 2 18 4 22 4 22 5 1 31 6 31
CS (68, 812) (137, 45) - 1 5 20 2 2 2 18 4 20 5 1 27 6 32 6 26 5 1 32 1 5 24 5 1 31 6 26 4 14 4 26 6 31 1 5 24 5 1 32 1 5 26 6 32 6 27 1 5 20 4 18 2 2 2 20 5 1 29 6 29 1 5 22 5 1 29 6 29
CS (76, 848) (137, 347) - 1 5 20 4 20 5 1 29 6 26 6 31 1 5 24 4 12 2 8 2 12 4 25 1 6 1 26 1 6 1 26 1 6 1 26 1 6 1 25 4 12 2 8 2 12 4 24 5 1 31 6 26 6 29 1 5 20 4 20 5 1 29 6 26 6 31 1 5 24 5 1 31 6 26 6 29
CS (78, 884) (137, 303) - 1 5 22 4 16 4 24 6 31 1 5 22 4 18 4 18 4 22 5 1 31 6 24 4 16 4 22 5 1 30 1 6 1 23 4 14 2 4 2 18 4 18 4 22 5 1 31 6 26 6 31 1 5 24 5 1 31 6 26 6 31 1 5 22 4 18 4 18 2 4 2 14 4 23 1 6 1 30
CS (88, 916) (137, 36) - 1 5 20 4 16 4 20 5 1 29 6 22 5 1 28 1 6 1 21 4 14 2 6 2 8 2 12 4 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 4 12 2 8 2 8 2 8 2 12 4 22 5 1 29 6 24 6 28 6 24 6 29 1 5 22 4 12 2 8 2 6 2 14 4 21 1 6 1 28 1 5 22 6 29
CS (92, 1152) (137, 97) - 1 5 22 5 1 29 6 28 6 28 6 31 1 5 25 1 6 1 27 6 30 6 27 1 6 1 25 5 1 32 1 5 25 1 6 1 27 6 30 6 27 1 6 1 25 5 1 32 1 5 25 1 6 1 27 6 30 6 27 1 6 1 25 5 1 31 6 28 6 28 6 29 1 5 22 5 1 29 6 28 6 29 1 5 22 5 1 29 6 28 6 29
CS (100, 1508) (137, 229) - 1 5 24 5 1 31 6 26 5 1 32 1 5 24 5 1 31 6 26 6 30 6 28 6 28 6 30 6 26 6 32 6 24 5 1 31 6 26 6 30 6 28 6 28 6 30 6 26 6 31 1 5 24 6 32 6 26 6 30 6 28 6 28 6 30 6 26 6 31 1 5 24 5 1 32 1 5 26 6 31 1 5 24 5 1 31 6 26 6 30 6 28 6 28 6 30 6 26 6 31
OSO (15, 141) (138, 102) - 1 5 22 4 18 2 4 2 16 4 25 1 6 1 30
OSO (21, 185) (138, 103) - 1 5 22 4 18 4 20 2 2 2 16 2 4 2 16 4 23 1 6 1 30
OSO (23, 281) (138, 1520) - 1 5 22 6 30 6 24 6 28 6 25 1 6 1 25 4 10 2 10 4 24 6 29
CS (40, 452) (138, 219) - 1 5 22 4 16 4 24 6 31 1 5 24 5 1 31 6 24 4 16 4 22 5 1 29 6 28 4 10 2 8 2 12 2 8 2 10 4 28 6 29
CS (44, 572) (138, 275) - 1 5 24 4 16 2 6 2 14 4 26 6 33 1 5 26 6 34 6 26 6 34 6 26 5 1 33 6 26 4 14 2 6 2 16 4 24 5 1 31 6 30 6 31
CS (44, 580) (138, 62) - 1 5 16 4 22 6 28 6 26 6 25 1 6 1 25 6 26 6 28 6 22 4 16 5 1 25 6 26 6 28 6 22 4 16 4 16 4 22 6 28 6 26 6 25
CS (48, 588) (138, 6) - 1 5 26 4 14 2 8 2 14 4 28 6 33 1 5 26 5 1 33 6 28 4 14 2 8 2 14 4 26 5 1 33 6 28 4 16 4 24 4 18 4 24 4 16 4 28 6 33
CS (48, 596) (138, 720) - 1 5 24 4 18 4 24 5 1 31 6 32 6 28 5 1 34 1 5 28 6 32 6 31 1 5 24 4 18 4 24 5 1 32 1 5 25 1 6 1 30 1 6 1 25 5 1 32
CS (48, 608) (138, 365) - 1 5 22 4 18 4 24 5 1 33 6 26 4 16 4 24 5 1 31 6 31 1 5 24 5 1 31 6 31 1 5 24 4 16 4 26 6 33 1 5 24 4 18 4 22 5 1 30
CS (50, 628) (138, 337) - 1 5 26 4 16 2 4 2 18 4 24 4 16 4 27 1 6 1 27 4 16 4 24 4 18 2 4 2 16 4 26 5 1 33 6 30 6 32 6 30 4 12 4 30 6 32 6 30 6 33
CS (52, 508) (138, 277) - 1 5 22 4 16 4 24 4 16 4 22 4 16 4 24 4 16 4 22 5 1 29 4 10 2 10 2 10 2 8 2 14 4 24 5 1 32 1 5 24 4 14 2 8 2 10 2 10 2 10 4 29
CS (52, 524) (138, 141) - 1 5 18 4 22 4 14 4 25 1 6 1 25 4 14 4 22 4 18 5 1 26 1 6 1 25 4 14 4 22 4 18 5 1 26 1 6 1 26 1 5 18 4 22 4 14 4 25 1 6 1 26
CS (52, 580) (138, 420) - 1 5 24 4 16 2 8 2 12 4 29 1 6 1 26 1 6 1 29 4 12 2 8 2 16 4 24 5 1 31 6 32 6 29 1 6 1 27 5 1 34 1 5 27 1 6 1 29 6 32 6 31
CS (52, 608) (138, 89) - 1 5 22 4 18 4 26 6 33 1 5 24 4 18 2 2 2 20 4 20 2 2 2 18 4 24 5 1 33 6 26 4 18 4 22 5 1 29 6 33 1 5 27 1 6 1 27 5 1 33 6 29
CS (52, 680) (138, 124) - 1 5 22 4 14 4 24 6 28 6 27 1 6 1 23 5 1 30 1 5 23 1 6 1 27 6 28 6 24 4 14 4 22 5 1 29 6 26 6 28 6 26 6 28 6 26 6 28 6 26 6 29
CS (54, 696) (138, 65) - 1 5 23 1 6 1 31 6 24 4 16 4 20 4 18 4 20 4 18 4 20 4 16 4 24 6 31 1 6 1 23 5 1 31 6 26 6 30 6 28 6 27 1 6 1 27 6 28 6 30 6 26 6 31
CS (56, 616) (138, 796) - 1 5 24 4 12 2 10 4 27 1 6 1 25 4 12 2 8 2 12 4 25 1 6 1 27 4 10 2 12 4 24 5 1 31 6 26 4 12 4 26 6 31 1 5 24 5 1 31 6 26 4 12 4 26 6 31
CS (56, 668) (138, 3) - 1 5 22 4 18 4 24 4 16 4 26 6 33 1 5 24 4 18 4 24 5 1 33 6 26 4 16 4 24 4 18 4 22 5 1 29 4 10 2 14 4 24 4 18 4 22 4 18 4 24 4 14 2 10 4 29
CS (56, 684) (138, 131) - 1 5 22 4 12 4 24 6 28 6 24 6 29 1 5 22 4 14 4 20 4 16 4 18 4 16 4 20 4 14 4 22 5 1 29 6 24 6 28 6 24 4 12 4 22 5 1 29 6 22 4 14 4 22 6 29
CS (56, 696) (138, 900) - 1 5 22 4 16 4 22 4 14 4 25 1 6 1 26 1 6 1 25 4 14 4 22 4 16 4 22 5 1 29 6 28 6 28 6 28 6 29 1 5 22 4 16 4 22 5 1 29 6 28 6 28 6 28 6 29
